Transaction_ID,User_ID,Transaction_Date,Category,Merchant_Type,Payment_Mode,Amount_INR,Status,Month,Year,Merchant_ID
T014284,U03530,2022-02-18,Utilities,Offline,UPI,113.62,Success,2022-02,2022,M020
T014285,U01086,2023-11-11,Fuel,Online,UPI,441.29,Success,2023-11,2023,M019
T014286,U01472,2023-01-03,Education,Large Merchant,UPI,865.06,Success,2023-01,2023,M010
T014287,U01011,2022-12-02,Fuel,Online,Online Payment,110.42,Success,2022-12,2022,M001
T014288,U02564,2021-03-06,Bills,Online,UPI,155.16,Success,2021-03,2021,M009
T014289,U04954,2022-03-05,Healthcare,Small Business,UPI,48.02,Success,2022-03,2022,M004
T014290,U02512,2025-10-04,Education,Small Business,Online Payment,582.95,Success,2025-10,2025,M015
T014291,U04845,2020-07-26,Education,Online,Bill Payment,235.88,Success,2020-07,2020,M019
T014292,U02921,2025-11-21,Grocery,Offline,UPI,44.2,Success,2025-11,2025,M001
T014293,U02970,2021-04-14,Utilities,Small Business,Recharge,222.29,Success,2021-04,2021,M010
T014294,U00108,2021-08-02,Bills,Small Business,QR Code,164.51,Success,2021-08,2021,M012
T014295,U01382,2020-09-06,Other,Online,UPI,26.33,Success,2020-09,2020,M010
T014296,U03422,2021-08-25,Other,Online,UPI,150.46,Success,2021-08,2021,M006
T014297,U02790,2021-02-06,Travel,Offline,QR Code,97.36,Success,2021-02,2021,M017
T014298,U03044,2025-09-04,Bills,Offline,Online Payment,107.78,Success,2025-09,2025,M007
T014299,U01691,2020-01-10,Mobile Recharge,Online,QR Code,94.74,Success,2020-01,2020,M002
T014300,U04840,2024-06-21,Entertainment,Online,UPI,48.64,Success,2024-06,2024,M005
T014301,U02529,2024-02-29,Other,Large Merchant,UPI,629.34,Success,2024-02,2024,M002
T014302,U03489,2026-03-18,Travel,Offline,UPI,240.29,Success,2026-03,2026,M006
T014303,U03923,2020-04-05,Bills,Online,Bill Payment,305.2,Success,2020-04,2020,M012
T014304,U02641,2024-03-11,Education,Online,UPI,561.19,Success,2024-03,2024,M015
T014305,U02081,2022-02-18,Food & Dining,Offline,UPI,114.49,Success,2022-02,2022,M011
T014306,U01576,2024-09-07,Shopping,Offline,Online Payment,1145.7,Success,2024-09,2024,M011
T014307,U01274,2021-09-06,Healthcare,Offline,UPI,154.22,Success,2021-09,2021,M011
T014308,U00559,2022-04-21,Shopping,Offline,QR Code,701.84,Success,2022-04,2022,M020
T014309,U03967,2025-02-04,Fuel,Online,QR Code,148.56,Success,2025-02,2025,M012
T014310,U02733,2025-07-11,Entertainment,Small Business,UPI,128.33,Success,2025-07,2025,M012
T014311,U02331,2020-05-10,Travel,Small Business,UPI,445.09,Success,2020-05,2020,M009
T014312,U02183,2025-11-15,Bills,Online,UPI,116.63,Success,2025-11,2025,M020
T014313,U00526,2024-01-06,Shopping,Online,UPI,273.85,Success,2024-01,2024,M014
T014314,U04996,2022-11-25,Food & Dining,Online,UPI,252.46,Success,2022-11,2022,M008
T014315,U01650,2024-11-07,Other,Online,UPI,223.63,Success,2024-11,2024,M016
T014316,U03794,2024-03-18,Food & Dining,Large Merchant,Bill Payment,285.31,Success,2024-03,2024,M011
T014317,U03441,2025-06-17,Grocery,Offline,UPI,85.68,Success,2025-06,2025,M020
T014318,U01872,2024-07-24,Travel,Online,QR Code,1717.93,Success,2024-07,2024,M003
T014319,U04518,2023-05-28,Education,Large Merchant,Recharge,165.16,Success,2023-05,2023,M001
T014320,U01940,2020-01-28,Travel,Offline,UPI,62.56,Success,2020-01,2020,M014
T014321,U03072,2024-04-10,Food & Dining,Offline,QR Code,360.19,Success,2024-04,2024,M009
T014322,U00147,2021-06-05,Fuel,Large Merchant,UPI,81.1,Pending,2021-06,2021,M013
T014323,U03713,2022-07-11,Mobile Recharge,Large Merchant,UPI,174.48,Success,2022-07,2022,M009
T014324,U02494,2020-04-18,Fuel,Large Merchant,QR Code,360.86,Success,2020-04,2020,M018
T014325,U03696,2022-04-09,Fuel,Small Business,UPI,43.57,Success,2022-04,2022,M011
T014326,U03356,2021-10-19,Healthcare,Small Business,UPI,104.9,Success,2021-10,2021,M003
T014327,U01876,2023-04-19,Food & Dining,Online,UPI,115.65,Success,2023-04,2023,M008
T014328,U01872,2020-07-28,Food & Dining,Online,UPI,107.67,Success,2020-07,2020,M020
T014329,U03791,2024-02-05,Mobile Recharge,Offline,UPI,75.4,Success,2024-02,2024,M005
T014330,U00528,2021-10-27,Shopping,Large Merchant,UPI,85.02,Success,2021-10,2021,M016
T014331,U00127,2022-02-11,Shopping,Online,QR Code,394.76,Success,2022-02,2022,M010
T014332,U03993,2020-11-24,Healthcare,Online,UPI,843.38,Success,2020-11,2020,M006
T014333,U03621,2023-06-13,Shopping,Offline,QR Code,919.43,Success,2023-06,2023,M010
T014334,U02205,2024-01-04,Mobile Recharge,Online,Online Payment,149.55,Success,2024-01,2024,M006
T014335,U00165,2026-04-14,Grocery,Offline,UPI,161.38,Success,2026-04,2026,M017
T014336,U02367,2025-07-27,Shopping,Offline,Bill Payment,61.42,Success,2025-07,2025,M006
T014337,U02555,2021-05-17,Fuel,Offline,Bill Payment,84.12,Success,2021-05,2021,M008
T014338,U03698,2021-05-03,Utilities,Offline,UPI,313.07,Failed,2021-05,2021,M013
T014339,U02753,2023-11-27,Bills,Offline,Online Payment,78.06,Success,2023-11,2023,M019
T014340,U00686,2024-05-18,Other,Online,UPI,244.7,Success,2024-05,2024,M020
T014341,U02770,2025-01-08,Travel,Online,QR Code,246.94,Success,2025-01,2025,M007
T014342,U02773,2021-10-26,Healthcare,Online,Recharge,569.78,Success,2021-10,2021,M019
T014343,U01086,2022-11-06,Utilities,Small Business,UPI,321.93,Success,2022-11,2022,M011
T014344,U01971,2020-02-08,Grocery,Small Business,QR Code,127.77,Success,2020-02,2020,M020
T014345,U03629,2026-05-31,Bills,Offline,UPI,930.26,Failed,2026-05,2026,M002
T014346,U01225,2020-02-08,Fuel,Online,UPI,1043.27,Success,2020-02,2020,M007
T014347,U03785,2020-07-05,Bills,Online,UPI,255.31,Success,2020-07,2020,M020
T014348,U01640,2022-01-19,Grocery,Large Merchant,UPI,575.95,Success,2022-01,2022,M006
T014349,U01837,2022-08-19,Shopping,Online,QR Code,1296.25,Success,2022-08,2022,M002
T014350,U03559,2026-06-14,Utilities,Online,UPI,247.87,Success,2026-06,2026,M009
T014351,U00698,2021-04-06,Shopping,Online,UPI,441.72,Success,2021-04,2021,M003
T014352,U03167,2021-10-30,Fuel,Offline,UPI,206.62,Success,2021-10,2021,M003
T014353,U03778,2023-06-08,Utilities,Small Business,UPI,420.97,Success,2023-06,2023,M008
T014354,U01267,2023-06-27,Grocery,Large Merchant,UPI,28.22,Success,2023-06,2023,M004
T014355,U04341,2022-02-16,Grocery,Small Business,Bill Payment,221.14,Success,2022-02,2022,M007
T014356,U00225,2025-08-11,Education,Online,Recharge,76.24,Success,2025-08,2025,M001
T014357,U03767,2021-10-14,Utilities,Small Business,UPI,375.6,Success,2021-10,2021,M013
T014358,U02161,2020-06-30,Food & Dining,Large Merchant,QR Code,103.81,Success,2020-06,2020,M012
T014359,U02739,2025-08-11,Entertainment,Offline,UPI,118.87,Success,2025-08,2025,M018
T014360,U00200,2023-07-17,Entertainment,Online,QR Code,739.4,Success,2023-07,2023,M016
T014361,U01839,2022-09-03,Entertainment,Online,UPI,141.48,Success,2022-09,2022,M011
T014362,U01320,2026-06-12,Travel,Small Business,UPI,165.78,Success,2026-06,2026,M020
T014363,U02691,2025-09-27,Travel,Large Merchant,UPI,45.65,Success,2025-09,2025,M007
T014364,U01118,2023-12-16,Fuel,Large Merchant,QR Code,109.06,Success,2023-12,2023,M004
T014365,U02251,2023-08-01,Entertainment,Offline,UPI,24.83,Success,2023-08,2023,M003
T014366,U01840,2025-03-17,Other,Offline,UPI,80.24,Success,2025-03,2025,M005
T014367,U00122,2021-01-14,Grocery,Offline,Bill Payment,250.86,Success,2021-01,2021,M004
T014368,U02669,2025-01-29,Healthcare,Offline,UPI,440.03,Success,2025-01,2025,M003
T014369,U03320,2022-03-01,Grocery,Large Merchant,Online Payment,155.52,Success,2022-03,2022,M020
T014370,U04500,2021-05-18,Education,Small Business,UPI,184.86,Success,2021-05,2021,M007
T014371,U01843,2022-02-22,Mobile Recharge,Online,UPI,447.92,Success,2022-02,2022,M001
T014372,U01490,2021-07-09,Fuel,Online,UPI,228.03,Success,2021-07,2021,M020
T014373,U03298,2021-07-25,Healthcare,Offline,Recharge,118.89,Failed,2021-07,2021,M012
T014374,U01736,2023-05-07,Utilities,Offline,UPI,278.03,Success,2023-05,2023,M013
T014375,U02218,2020-04-18,Healthcare,Online,UPI,764.69,Success,2020-04,2020,M006
T014376,U04730,2020-03-05,Mobile Recharge,Offline,QR Code,27.43,Success,2020-03,2020,M018
T014377,U04048,2025-04-22,Entertainment,Large Merchant,UPI,260.77,Success,2025-04,2025,M001
T014378,U03299,2023-01-26,Shopping,Offline,Bill Payment,75.71,Success,2023-01,2023,M016
T014379,U00124,2026-05-04,Travel,Offline,UPI,154.92,Success,2026-05,2026,M012
T014380,U04316,2023-12-03,Education,Small Business,QR Code,716.59,Success,2023-12,2023,M003
T014381,U04799,2025-11-04,Food & Dining,Online,Bill Payment,432.7,Success,2025-11,2025,M007
T014382,U04925,2024-06-12,Mobile Recharge,Online,Recharge,495.48,Success,2024-06,2024,M012
T014383,U03562,2022-01-10,Healthcare,Large Merchant,Recharge,410.74,Success,2022-01,2022,M009
T014384,U04942,2021-04-15,Shopping,Offline,UPI,556.96,Success,2021-04,2021,M001
T014385,U02949,2024-07-23,Grocery,Large Merchant,UPI,189.85,Success,2024-07,2024,M020
T014386,U00131,2022-02-03,Utilities,Small Business,QR Code,1935.54,Success,2022-02,2022,M011
T014387,U03095,2020-04-19,Travel,Offline,UPI,121.55,Pending,2020-04,2020,M004
T014388,U04902,2020-10-20,Shopping,Online,UPI,71.09,Success,2020-10,2020,M020
T014389,U03512,2026-03-12,Mobile Recharge,Offline,Recharge,500.89,Success,2026-03,2026,M009
T014390,U02310,2023-08-28,Utilities,Offline,UPI,88.93,Success,2023-08,2023,M008
T014391,U03398,2023-05-12,Shopping,Small Business,UPI,23.26,Success,2023-05,2023,M013
T014392,U01704,2023-12-22,Food & Dining,Offline,UPI,178.66,Success,2023-12,2023,M013
T014393,U01059,2022-08-17,Shopping,Small Business,QR Code,476.72,Success,2022-08,2022,M016
T014394,U04493,2024-04-08,Bills,Offline,QR Code,923.51,Success,2024-04,2024,M007
T014395,U04046,2023-01-21,Travel,Online,Online Payment,153.92,Failed,2023-01,2023,M015
T014396,U03395,2021-11-11,Entertainment,Offline,Bill Payment,226.43,Success,2021-11,2021,M014
T014397,U02628,2022-11-17,Mobile Recharge,Offline,UPI,295.53,Success,2022-11,2022,M015
T014398,U00867,2023-11-23,Mobile Recharge,Large Merchant,Bill Payment,449.11,Success,2023-11,2023,M002
T014399,U01967,2020-09-22,Grocery,Offline,Recharge,849.84,Success,2020-09,2020,M013
T014400,U00683,2022-06-14,Bills,Online,Bill Payment,68.88,Success,2022-06,2022,M011
T014401,U02562,2020-10-11,Travel,Offline,Bill Payment,89.9,Failed,2020-10,2020,M009
T014402,U01069,2025-05-04,Fuel,Offline,QR Code,416.86,Failed,2025-05,2025,M003
T014403,U01086,2021-08-21,Shopping,Offline,QR Code,91.01,Success,2021-08,2021,M001
T014404,U00934,2024-03-22,Travel,Offline,Online Payment,341.6,Success,2024-03,2024,M008
T014405,U03631,2021-10-28,Food & Dining,Online,UPI,428.9,Success,2021-10,2021,M009
T014406,U02748,2025-04-12,Bills,Online,Recharge,216.17,Success,2025-04,2025,M006
T014407,U01775,2025-08-29,Entertainment,Online,UPI,59.51,Failed,2025-08,2025,M003
T014408,U01100,2025-03-23,Mobile Recharge,Offline,QR Code,723.34,Success,2025-03,2025,M005
T014409,U00997,2023-10-03,Grocery,Small Business,QR Code,826.62,Success,2023-10,2023,M018
T014410,U04908,2020-02-19,Travel,Offline,Online Payment,502.92,Success,2020-02,2020,M002
T014411,U03817,2025-10-15,Fuel,Online,UPI,30.44,Success,2025-10,2025,M011
T014412,U01313,2021-10-22,Utilities,Small Business,UPI,186.45,Success,2021-10,2021,M001
T014413,U01250,2025-06-15,Food & Dining,Offline,UPI,217.32,Success,2025-06,2025,M010
T014414,U03296,2020-01-28,Education,Small Business,Bill Payment,308.43,Success,2020-01,2020,M015
T014415,U01883,2025-02-04,Travel,Small Business,Bill Payment,399.4,Success,2025-02,2025,M014
T014416,U04456,2025-01-23,Utilities,Offline,UPI,102.63,Success,2025-01,2025,M007
T014417,U03052,2023-05-06,Healthcare,Small Business,UPI,80.61,Success,2023-05,2023,M001
T014418,U01578,2023-05-17,Education,Offline,UPI,121.42,Failed,2023-05,2023,M009
T014419,U03827,2023-12-31,Other,Small Business,QR Code,51.77,Success,2023-12,2023,M019
T014420,U01068,2026-05-02,Shopping,Offline,UPI,382.34,Success,2026-05,2026,M008
T014421,U04036,2022-02-08,Utilities,Online,UPI,1523.26,Success,2022-02,2022,M016
T014422,U02489,2023-12-03,Healthcare,Online,UPI,68.05,Success,2023-12,2023,M013
T014423,U04132,2025-05-11,Bills,Offline,QR Code,52.69,Success,2025-05,2025,M009
T014424,U04731,2026-04-23,Travel,Offline,UPI,515.98,Success,2026-04,2026,M004
T014425,U01720,2023-09-21,Education,Offline,Bill Payment,39.17,Success,2023-09,2023,M019
T014426,U04468,2022-05-07,Other,Offline,UPI,337.01,Success,2022-05,2022,M004
T014427,U02563,2023-06-10,Entertainment,Offline,Online Payment,125.58,Success,2023-06,2023,M005
T014428,U02418,2020-03-13,Fuel,Large Merchant,QR Code,1470.05,Pending,2020-03,2020,M010
T014429,U03512,2022-11-02,Other,Offline,Bill Payment,158.36,Success,2022-11,2022,M007
T014430,U04033,2024-03-08,Food & Dining,Online,Bill Payment,135.14,Success,2024-03,2024,M011
T014431,U03879,2022-10-21,Utilities,Offline,Bill Payment,227.62,Success,2022-10,2022,M019
T014432,U02971,2023-03-28,Grocery,Small Business,Recharge,816.16,Success,2023-03,2023,M003
T014433,U00620,2024-03-12,Mobile Recharge,Offline,UPI,165.58,Success,2024-03,2024,M017
T014434,U02115,2021-04-27,Education,Online,UPI,122.92,Success,2021-04,2021,M012
T014435,U02654,2023-05-24,Mobile Recharge,Offline,UPI,1373.3,Success,2023-05,2023,M002
T014436,U01345,2026-02-20,Mobile Recharge,Small Business,Online Payment,310.91,Success,2026-02,2026,M009
T014437,U04042,2021-02-06,Mobile Recharge,Online,QR Code,1017.15,Success,2021-02,2021,M003
T014438,U03587,2025-08-13,Healthcare,Offline,Recharge,112.5,Success,2025-08,2025,M015
T014439,U01407,2022-02-03,Entertainment,Online,QR Code,858.99,Success,2022-02,2022,M004
T014440,U02790,2025-01-09,Travel,Large Merchant,UPI,287.7,Success,2025-01,2025,M001
T014441,U04133,2022-03-14,Shopping,Offline,UPI,173.77,Success,2022-03,2022,M001
T014442,U01012,2025-05-26,Education,Offline,UPI,1262.35,Success,2025-05,2025,M009
T014443,U03938,2020-04-15,Healthcare,Offline,UPI,525.39,Success,2020-04,2020,M001
T014444,U02036,2020-05-01,Shopping,Online,UPI,330.78,Success,2020-05,2020,M008
T014445,U01419,2023-06-18,Mobile Recharge,Offline,QR Code,295.55,Success,2023-06,2023,M002
T014446,U00851,2023-01-16,Education,Offline,Bill Payment,167.86,Success,2023-01,2023,M007
T014447,U01755,2020-11-05,Education,Online,QR Code,90.38,Success,2020-11,2020,M009
T014448,U00065,2021-07-10,Fuel,Online,UPI,100.02,Success,2021-07,2021,M006
T014449,U00339,2024-05-18,Food & Dining,Offline,UPI,473.64,Success,2024-05,2024,M014
T014450,U03402,2025-08-22,Healthcare,Offline,UPI,195.79,Success,2025-08,2025,M015
T014451,U04076,2026-03-06,Bills,Offline,QR Code,124.25,Success,2026-03,2026,M011
T014452,U01184,2021-03-10,Mobile Recharge,Offline,QR Code,99.17,Success,2021-03,2021,M019
T014453,U04023,2025-04-07,Mobile Recharge,Online,UPI,348.64,Failed,2025-04,2025,M005
T014454,U04592,2022-04-29,Shopping,Offline,UPI,377.47,Success,2022-04,2022,M009
T014455,U03685,2020-04-16,Mobile Recharge,Offline,QR Code,829.81,Success,2020-04,2020,M012
T014456,U02626,2020-04-29,Entertainment,Online,UPI,442.7,Success,2020-04,2020,M004
T014457,U02469,2025-10-15,Mobile Recharge,Large Merchant,Bill Payment,545.46,Failed,2025-10,2025,M013
T014458,U03854,2025-10-30,Travel,Small Business,UPI,63.11,Success,2025-10,2025,M006
T014459,U03512,2021-12-14,Entertainment,Offline,UPI,793.52,Success,2021-12,2021,M005
T014460,U01853,2024-09-16,Mobile Recharge,Offline,QR Code,299.49,Success,2024-09,2024,M011
T014461,U04478,2025-03-07,Mobile Recharge,Small Business,QR Code,821.28,Success,2025-03,2025,M010
T014462,U02942,2025-03-26,Healthcare,Small Business,UPI,246.53,Success,2025-03,2025,M002
T014463,U04406,2024-08-19,Food & Dining,Online,UPI,28.66,Success,2024-08,2024,M020
T014464,U04365,2025-12-01,Food & Dining,Offline,QR Code,493.16,Success,2025-12,2025,M017
T014465,U01049,2022-01-29,Bills,Online,UPI,567.25,Success,2022-01,2022,M018
T014466,U01368,2024-07-04,Utilities,Small Business,UPI,990.75,Failed,2024-07,2024,M013
T014467,U02032,2021-03-29,Entertainment,Offline,Bill Payment,320.48,Success,2021-03,2021,M001
T014468,U03172,2022-08-17,Grocery,Online,UPI,138.86,Success,2022-08,2022,M002
T014469,U02455,2020-08-19,Grocery,Large Merchant,UPI,123.72,Success,2020-08,2020,M008
T014470,U02608,2024-05-13,Food & Dining,Large Merchant,UPI,207.55,Success,2024-05,2024,M009
T014471,U01700,2024-12-31,Travel,Small Business,UPI,472.54,Success,2024-12,2024,M018
T014472,U04486,2021-07-15,Education,Online,UPI,521.22,Success,2021-07,2021,M003
T014473,U00720,2026-06-21,Other,Small Business,UPI,87.45,Success,2026-06,2026,M005
T014474,U03146,2024-12-11,Shopping,Online,Online Payment,182.94,Success,2024-12,2024,M008
T014475,U00091,2022-05-25,Shopping,Online,QR Code,734.49,Success,2022-05,2022,M010
T014476,U00194,2024-06-26,Mobile Recharge,Online,UPI,300.54,Success,2024-06,2024,M001
T014477,U03568,2022-09-19,Bills,Offline,UPI,143.37,Success,2022-09,2022,M019
T014478,U04296,2024-04-05,Shopping,Offline,Online Payment,69.57,Success,2024-04,2024,M007
T014479,U01869,2020-09-14,Education,Small Business,QR Code,71.78,Success,2020-09,2020,M002
T014480,U02632,2021-12-23,Education,Small Business,UPI,65.07,Success,2021-12,2021,M007
T014481,U01819,2022-10-30,Travel,Small Business,Online Payment,127.99,Success,2022-10,2022,M003
T014482,U00046,2021-11-07,Bills,Large Merchant,QR Code,302.91,Success,2021-11,2021,M019
T014483,U04927,2021-02-28,Utilities,Offline,QR Code,80.47,Success,2021-02,2021,M009
T014484,U01962,2024-05-19,Fuel,Small Business,UPI,233.19,Success,2024-05,2024,M012
T014485,U01237,2024-11-20,Utilities,Online,Online Payment,274.34,Success,2024-11,2024,M019
T014486,U02466,2024-03-15,Grocery,Large Merchant,UPI,650.14,Success,2024-03,2024,M018
T014487,U04254,2023-09-02,Bills,Large Merchant,UPI,749.33,Success,2023-09,2023,M013
T014488,U03756,2021-09-21,Bills,Offline,UPI,309.31,Success,2021-09,2021,M010
T014489,U01281,2020-05-13,Shopping,Offline,UPI,404.88,Success,2020-05,2020,M004
T014490,U01757,2025-08-27,Other,Offline,Bill Payment,165.25,Success,2025-08,2025,M013
T014491,U02282,2023-10-02,Utilities,Offline,QR Code,321.54,Success,2023-10,2023,M001
T014492,U00015,2021-01-02,Fuel,Offline,QR Code,142.0,Success,2021-01,2021,M018
T014493,U00927,2020-06-16,Utilities,Offline,UPI,100.77,Success,2020-06,2020,M005
T014494,U00697,2020-01-17,Mobile Recharge,Offline,UPI,173.35,Success,2020-01,2020,M016
T014495,U01233,2024-03-25,Grocery,Online,QR Code,1231.42,Success,2024-03,2024,M020
T014496,U02044,2024-03-10,Mobile Recharge,Small Business,UPI,452.61,Success,2024-03,2024,M017
T014497,U04131,2024-02-06,Utilities,Online,QR Code,266.64,Success,2024-02,2024,M003
T014498,U01263,2021-06-26,Entertainment,Small Business,UPI,21.71,Success,2021-06,2021,M011
T014499,U00181,2021-12-27,Travel,Offline,UPI,73.59,Success,2021-12,2021,M019
T014500,U04127,2026-06-11,Mobile Recharge,Offline,UPI,69.37,Success,2026-06,2026,M014
T014501,U01932,2021-01-13,Education,Online,UPI,88.39,Success,2021-01,2021,M001
T014502,U00181,2020-12-05,Food & Dining,Small Business,QR Code,211.0,Success,2020-12,2020,M014
T014503,U01720,2026-01-07,Mobile Recharge,Large Merchant,UPI,127.35,Success,2026-01,2026,M005
T014504,U01470,2020-07-25,Utilities,Online,UPI,892.92,Success,2020-07,2020,M006
T014505,U03130,2025-12-26,Healthcare,Online,Bill Payment,177.93,Success,2025-12,2025,M018
T014506,U00653,2022-04-25,Other,Online,UPI,200.36,Success,2022-04,2022,M007
T014507,U01341,2021-12-26,Mobile Recharge,Online,UPI,494.06,Success,2021-12,2021,M008
T014508,U03251,2021-11-04,Travel,Offline,Online Payment,208.33,Success,2021-11,2021,M009
T014509,U02029,2025-03-07,Grocery,Online,QR Code,704.48,Success,2025-03,2025,M002
T014510,U02992,2026-02-28,Shopping,Online,UPI,142.01,Success,2026-02,2026,M012
T014511,U02120,2025-08-19,Shopping,Offline,UPI,481.42,Success,2025-08,2025,M015
T014512,U03960,2020-12-15,Entertainment,Offline,UPI,178.87,Success,2020-12,2020,M006
T014513,U01843,2023-01-04,Mobile Recharge,Offline,UPI,76.5,Success,2023-01,2023,M011
T014514,U03240,2024-11-04,Education,Large Merchant,UPI,87.98,Success,2024-11,2024,M009
T014515,U00669,2024-11-03,Education,Online,UPI,238.52,Success,2024-11,2024,M005
T014516,U02377,2022-01-07,Food & Dining,Online,Online Payment,898.05,Success,2022-01,2022,M001
T014517,U02705,2020-08-04,Food & Dining,Offline,UPI,135.18,Success,2020-08,2020,M001
T014518,U00096,2023-08-08,Other,Offline,Online Payment,76.63,Success,2023-08,2023,M002
T014519,U03284,2025-08-13,Utilities,Small Business,QR Code,88.21,Success,2025-08,2025,M013
T014520,U00756,2024-08-11,Other,Online,UPI,60.38,Success,2024-08,2024,M019
T014521,U02716,2024-09-20,Food & Dining,Small Business,Online Payment,158.58,Success,2024-09,2024,M019
T014522,U01514,2022-11-27,Travel,Online,QR Code,132.16,Success,2022-11,2022,M020
T014523,U02133,2021-08-10,Grocery,Online,UPI,81.15,Success,2021-08,2021,M011
T014524,U02700,2023-08-11,Entertainment,Small Business,UPI,187.25,Success,2023-08,2023,M004
T014525,U04696,2022-04-09,Fuel,Online,UPI,108.73,Success,2022-04,2022,M002
T014526,U02547,2026-05-11,Healthcare,Large Merchant,UPI,225.58,Success,2026-05,2026,M020
T014527,U00999,2022-10-07,Food & Dining,Offline,QR Code,371.82,Success,2022-10,2022,M004
T014528,U03315,2025-11-17,Entertainment,Offline,QR Code,134.77,Success,2025-11,2025,M005
T014529,U04603,2023-07-26,Education,Online,Online Payment,539.33,Success,2023-07,2023,M016
T014530,U01633,2021-12-10,Entertainment,Small Business,UPI,379.53,Success,2021-12,2021,M008
T014531,U02064,2025-05-14,Travel,Offline,UPI,206.91,Success,2025-05,2025,M014
T014532,U02203,2024-08-27,Fuel,Online,QR Code,189.65,Success,2024-08,2024,M018
T014533,U00860,2022-10-21,Travel,Large Merchant,Online Payment,487.37,Success,2022-10,2022,M009
T014534,U02212,2021-08-22,Food & Dining,Large Merchant,Online Payment,68.15,Success,2021-08,2021,M003
T014535,U00290,2023-12-12,Other,Offline,QR Code,357.12,Success,2023-12,2023,M017
T014536,U02881,2020-01-10,Utilities,Offline,UPI,955.16,Success,2020-01,2020,M005
T014537,U00516,2021-10-07,Other,Online,UPI,64.52,Success,2021-10,2021,M009
T014538,U03190,2025-06-14,Food & Dining,Online,UPI,29.3,Success,2025-06,2025,M012
T014539,U01050,2023-02-07,Education,Small Business,UPI,25.35,Success,2023-02,2023,M018
T014540,U00148,2024-10-08,Fuel,Online,Bill Payment,72.14,Success,2024-10,2024,M012
T014541,U02935,2021-10-13,Travel,Online,Recharge,337.81,Success,2021-10,2021,M009
T014542,U00435,2025-11-20,Entertainment,Offline,UPI,161.16,Failed,2025-11,2025,M007
T014543,U04813,2024-07-04,Education,Offline,Bill Payment,198.99,Success,2024-07,2024,M018
T014544,U01123,2025-11-27,Food & Dining,Small Business,UPI,110.55,Success,2025-11,2025,M008
T014545,U02698,2020-08-11,Healthcare,Offline,QR Code,45.78,Success,2020-08,2020,M007
T014546,U00776,2026-03-21,Entertainment,Online,UPI,148.94,Success,2026-03,2026,M020
T014547,U03141,2024-10-20,Mobile Recharge,Online,Bill Payment,166.86,Success,2024-10,2024,M009
T014548,U00286,2022-01-20,Travel,Offline,UPI,916.18,Success,2022-01,2022,M014
T014549,U03679,2022-04-22,Mobile Recharge,Large Merchant,QR Code,450.34,Success,2022-04,2022,M018
T014550,U00061,2026-03-11,Shopping,Offline,Online Payment,65.79,Success,2026-03,2026,M020
T014551,U03444,2024-04-20,Fuel,Online,UPI,137.95,Success,2024-04,2024,M017
T014552,U01617,2026-04-22,Travel,Online,QR Code,90.91,Success,2026-04,2026,M018
T014553,U02293,2024-02-14,Bills,Offline,QR Code,68.45,Success,2024-02,2024,M011
T014554,U01250,2022-10-16,Education,Offline,Online Payment,501.14,Success,2022-10,2022,M016
T014555,U04715,2023-11-28,Utilities,Small Business,QR Code,77.63,Success,2023-11,2023,M020
T014556,U04047,2022-12-01,Education,Large Merchant,UPI,957.79,Success,2022-12,2022,M001
T014557,U03261,2023-11-12,Other,Online,UPI,123.93,Success,2023-11,2023,M017
T014558,U04555,2022-11-18,Healthcare,Small Business,Online Payment,108.27,Success,2022-11,2022,M006
T014559,U04879,2022-12-13,Healthcare,Online,QR Code,94.95,Success,2022-12,2022,M015
T014560,U00292,2024-02-22,Other,Offline,UPI,92.33,Success,2024-02,2024,M020
T014561,U03194,2022-10-18,Fuel,Offline,UPI,35.32,Success,2022-10,2022,M019
T014562,U03749,2023-10-15,Travel,Online,UPI,226.11,Success,2023-10,2023,M018
T014563,U00574,2020-10-06,Travel,Online,QR Code,836.02,Success,2020-10,2020,M013
T014564,U00832,2022-12-14,Fuel,Online,UPI,1103.4,Success,2022-12,2022,M018
T014565,U04007,2026-03-20,Shopping,Small Business,UPI,83.01,Success,2026-03,2026,M006
T014566,U04314,2025-11-25,Food & Dining,Large Merchant,QR Code,106.19,Success,2025-11,2025,M012
T014567,U00354,2021-11-14,Grocery,Online,Online Payment,743.67,Success,2021-11,2021,M001
T014568,U02763,2021-08-24,Travel,Small Business,QR Code,206.04,Success,2021-08,2021,M019
T014569,U00780,2025-08-05,Utilities,Offline,UPI,109.27,Success,2025-08,2025,M015
T014570,U04096,2024-03-12,Utilities,Online,UPI,256.53,Success,2024-03,2024,M003
T014571,U04424,2022-08-18,Travel,Online,QR Code,644.39,Success,2022-08,2022,M014
T014572,U00809,2021-05-21,Travel,Offline,Recharge,530.65,Success,2021-05,2021,M018
T014573,U04165,2024-12-27,Fuel,Small Business,UPI,576.14,Success,2024-12,2024,M001
T014574,U03181,2023-04-09,Food & Dining,Online,QR Code,219.05,Success,2023-04,2023,M016
T014575,U04651,2022-05-24,Healthcare,Offline,UPI,416.96,Success,2022-05,2022,M020
T014576,U02469,2026-05-04,Food & Dining,Online,Online Payment,104.54,Success,2026-05,2026,M005
T014577,U03513,2020-07-11,Fuel,Small Business,UPI,967.77,Success,2020-07,2020,M015
